Dialogue_ID,Utterance_ID,Utterance,Speaker,Emotion
51,58,Because it is.,John,frustration
35,10,"I want to definitely give you our special package today, which um is usually only for valued customers who have a record of having previous,",Patricia,neutral
12,47,"Oh Elliott, worms don't pop.",Mary,happiness
7,58,"You haven't seen her since you went away to war, it's been five years.",Mary,frustration
90,38,This is your job is to help people like me who need to get a new license.,Linda,anger
70,4,It certainly is not. It is slightly exaggerated scientific fact.,Robert,frustration
24,70,"It's crazy.  Look at this, I'm giving myself goose bumps, the hairs are standing up on my arm.",James,excited
96,38,So you're undecided?,Michael,neutral
17,8,"I guess.  But three years?  I mean, I like--I went to college even, I mean I didn't finish but I went for like a little bit.  It's not fair, I don't know.",James,frustration
81,15,"Okay.  Well that is, that is fine and all.  I don't care.  I really don't care because I want my phone to work that's all.",Jennifer,frustration
83,22,"No I don't want to argue with him but, it's time that he realizes that nobody believes Larry's coming back anymore.",Robert,frustration
91,39,"You're acting like, you know, you're the one who's going all through, you know, all this shit and it's really- it's really not.",Michael,anger
45,16,"Yea, I guess so. Oh, my Gosh. Was she surprised?",Patricia,excited
79,35,I know.,Jennifer,sadness
54,41,What are you so excited about? I mean it's not a moon landing we're talking about here it's fish. It's a fish nobody even eats.,Patricia,frustration
78,31,Of course I had my name tags on the luggage.,Robert,anger
26,46,If one of us dies...,Mary,happiness
2,43,Fifty bucks. Mmhmm.,Mary,neutral
28,35,"Ok, but you're right now you're holding up more people in line by standing here-- and letting",John,anger
21,56,I don't see why it has to be Annie.,Mary,anger
27,33,Nothing.,James,frustration
34,36,"I know. I know.  I think you go and you like stay for a couple of days and you meet people and--And they'll give you like a tour--And show you everything.  Oh, man, I'm just so--I'm so excited.",Patricia,excited
55,44,You want to go get some champagne?,John,neutral
77,47,Okay.  We can get it here in about seven to ten business days.,Jennifer,neutral
65,51,"Sir,",Jennifer,neutral
19,10,I'm sorry to hear that.,Mary,sadness
85,35,"I was waiting for you Chris, I mean, till then you never wrote and then when you did what did you say?",Jennifer,happiness
49,1,"Oh, yeah? Have you gotten letters yet?",Patricia,excited
87,4,It certainly is not.  It's a slightly exaggerated scientific fact.,Robert,frustration
98,39,Then it's alright.  I'll go ahead with it.,Michael,frustration
30,48,"Oh, I approve. I-[LAUGHTER]-I more than approve.",John,happiness
39,40,this is a big night for these guys.  Life's last orgy.,John,excited
96,124,Yeah.,Linda,excited
12,24,"Well what does it all mean?  That's what I ask myself in my quest for ultimate truth.  Dear God, what does it all mean?",James,happiness
6,33,"Of course, right.  That's where the real money is, being a student.",James,neutral
80,19,This will be like high school but even better.,Robert,excited
13,51,You've always had a weak head.,Mary,anger
74,55,Well that's the kind of work I'm in honey.,Robert,sadness
40,21,"No, we won't.  It's pointless.  It's like waiting up to see Santa Claus.",Patricia,frustration
48,6,"I mean at least she was home, she wasn't in the hospital anymore,",John,sadness
83,45,Well I'm just saying--,Jennifer,frustration
69,8,"Uh- you know, the flashlight. The silver one. There's only one, isn't there?",Robert,excited
58,12,and she told me to come over here and she said to fill out everything on the application and I did that.,Jennifer,frustration
91,25,Well I'll come back.  What is that supposed to mean?  You're not willing to wait for me to come back?,Linda,anger
68,50,Let's drive somewhere. I want to be alone with you.,Robert,sadness
90,44,"I work in this fucking building all day. And I'm sick of it, okay?",Michael,anger
20,0,Check this out.  You know how I've told you I've been really into like softball recently?,James,excited
84,32,"Alright, alright, calm yourself okay?  Calm yourself. Wait, wait.  What do you mean, me above all?",Robert,anger
70,54,No.,Jennifer,frustration
25,77,I'm doing the best I can.,James,sadness
83,77,I've been a good son too long.  A good sucker and I'm through with it.,Robert,anger
81,38,"I am a realtor and this is my business.  People are calling me all the time but you know, and I don't have a land line.  I can't afford to have a land line",Jennifer,anger
48,42,Yes.,Patricia,sadness
91,17,I know.  It's just you don't have to do this for a living you know.,Michael,frustration
93,13,What?  Who says that?  Bananas don't grow overnight.,Linda,anger
64,25,"and so, I mean, I got in.",Jennifer,happiness
82,35,"the top of the line camera phone, game boy, anything you want. For free. And palm pilot.",Robert,neutral
23,16,Yeah--,James,neutral
56,22,What does it all mean that's what I ask- that's what I ask myself in my ceaseless quest for ultimate truth?  Good God what does it all mean?,John,happiness
73,10,Okay.,Robert,frustration
51,36,No it's not only my business.,John,frustration
24,39,"No, wait no, no that's not my point.  My point is there is no point and coming all the way down here if we just turn around and go home.",James,frustration
33,1,"Um, Johnny died yesterday.",Patricia,sadness
3,68,you know what?  You don't have to take your anger and your hurt out on me.,James,frustration
7,0,What's he going to say?,Mary,frustration
25,23,"Oh. Grow up Augie, the fish are not going to come.",Mary,frustration
6,8,"Oh- I know, I know, I know, I know.",Mary,excited
74,67,I need you here.  Anna needs you.,Jennifer,sadness
16,42,And then we can honeymoon.  I want to go tropical though like Bahamas- --or like Tahiti or something. I just want to like beach and like drink.,James,neutral
43,28,"It just happens to people all the time, I'm sorry sir, but I can't make an exception for you.",Patricia,frustration
63,42,"Yeah, but you were there all the hospital days. By his bed-",Robert,sadness
19,36,"Exactly, you know, and like he had so many plans and he was going to do...",James,sadness
94,10,"Ma'am, I understand that.",Michael,frustration
72,69,This is no time of the year for Tunis.,Robert,neutral
79,16,And he just took it overboard.,Robert,sadness
9,74,What would I do with a fortune?,Mary,happiness
5,0,"I'm sorry, Joy.",James,sadness
41,50,Charles.  That was his name.  Charles.  He did wriggle so beautifully.,Patricia,happiness
66,79,"Just, listen. Give it more thought, is all.",Jennifer,frustration
21,67,I'll leave.  I'll get married and move somewhere else maybe New York.,James,frustration
75,61,"You got to meet her, she's wonderful.",Robert,happiness
22,9,"What is going on here, Joe?",Mary,anger
92,79,Ha ha.,Linda,excited
11,42,"That's what it is?  Right?  You want this to be like the other time, right?",James,frustration
34,6,Are you gonna go? you gonna-,John,excited
42,30,Nothing.,John,frustration
83,84,Yes.  On this I would.,Robert,neutral
7,62,He thinks he's coming back Chris.,Mary,frustration
3,7,I'm just saying I have a friend that got a good job on it so I was just recommending it.,James,neutral
51,54,"I don't know, I'll find out. Then we'll trash it out with dad, right? Mom, don't avoid me.",John,sadness
56,39,So is everyone else in the long run.,John,excited
23,62,And no one had changed it was just like sort of random bus accident to them.,James,sadness
8,14,You can't read her mind.,James,frustration
32,14,"I think, um, maybe you can file a claim if you want and turn it in to our main office--",John,neutral
50,10,"Okay. Oh, that would just make it so much better, 'cause I cannot handle it's just like oh, my God I can't sit here any longer and talk to this lady with this pleasant voice.",Patricia,frustration
14,48,I am not...I'm not getting to back that line.,James,anger
81,19,Well you better.  You better give me a whole freaking new phone that's what you better do.,Jennifer,frustration
83,18,Being dishonest with him.  That kind of thing always pays off and now it's paying off.,Robert,frustration
96,2,What?,Michael,excited
61,34,How's the job? Still waiting tables at Denny's?,Robert,neutral
64,47,"Oh man, I'm so excited. So much to do.",Jennifer,happiness
89,73,They are away in Tunis.,Jennifer,neutral
15,32,You're going with the same ones?,Mary,sadness
2,17,Yeah.,James,neutral
75,2,"Esmeralda, guess what?",Robert,excited
21,7,I don't know.  But he went back in the kitchen and he cried.,James,sadness
41,25,Who's they?,Patricia,neutral
9,7,"For one thing, your mother much as told me to go.",Mary,neutral
31,8,"I just--I can't do it anymore.  Like, it just takes it out of you--",Patricia,frustration
55,17,"We never do, do we? I mean have we ever?",Patricia,frustration
4,15,Yes.,Mary,frustration
11,22,They'll show up this time.,James,frustration
19,56,"So weird,",James,sadness
16,21,It's like I'm really going to get married. We'll have like the whole thing.,James,excited
26,78,oh...,James,happiness
44,25,there's people that thought it was the right thing to do so now we have to- we have to do what we have to do for our country,John,sadness
87,55,No.,Jennifer,frustration
62,29,Give me--I'm going to talk to your supervisor. Give me your supervisor. I want to talk to your supervisor right now.,Jennifer,anger
95,5,"I just- I just thought he would have longer, you know, because I'm- I mean when he found out he was sick, we knew that wasn't good but I just- I just thought that it would take longer, you know?",Linda,sadness
46,12,"Yea, but it's - it's almost like it's not worth it you know, if I'm going to waste to have my life like trying to get a job, I mean once I actually do get the job it's like oh, retirement or something. I don't know, you know.",John,frustration
66,45,"See, then it's not just my business. God, you have",Robert,anger
65,34,"No no, we're not taking anything from you sir.  This is- This is unbeknownst to us.  The problem had just happened.",Jennifer,frustration
86,17,Yes.,Jennifer,neutral
87,66,Right.,Robert,anger
44,16,I'll send you lots of pictures.,Patricia,sadness
11,82,"So maybe we are in the wrong spot, but we are with the right person.",Mary,neutral
98,56,"and then we'll thrash it out with dad, right mom.  Don't avoid me.",Michael,anger
92,44,I just think browns are really what you want to go with.  I mean I think there's more contrast between brown and green than there is-,Michael,neutral
18,11,Are you insinuating that I don't have a college education and that- for some reason that makes you a better person than I am?,James,anger
2,26,I guess I'll-  I guess I'll have an internet husband.[LAUGHTER],Mary,happiness
26,22,[LAUGHTER],Mary,happiness
78,48,in all thousand flights I've been on probably I can't even count how many flights I've been on.  This has never happened before.,Robert,anger
41,18,"Oh, darling, don't say that.",John,neutral
77,27,I'm very sorry but let's check on this immediately.  This is definitely an emergency.  It seems--,Jennifer,neutral
34,58,[BREATHING],Patricia,excited
29,19,"Well, I need--I need you to be able to do this for me 'cause I can't do anything about it.",Patricia,sadness
27,51,I suppose you let him just kiss you or good deal more than too.,James,anger
68,28,"I'm embarrassing you. I didn't want to tell you it here. I wanted to go somewhere that would be brand-new to each other. It feels wrong here, don't you? This yard and this chair.",Robert,happiness
91,49,I want you to be okay with it as much as you can be.  I mean it's not a great situation but we don't have an option here.,Linda,sadness
83,27,How are you going to prove it?  Can you prove it?,Jennifer,frustration
17,16,...has anyone ever just said anything like that to you before?,Mary,neutral
47,8,"Well, you can fill out this paperwork um- and if for some reason it shows up, we can bring it to you, but-",Patricia,neutral
57,88,Shut up.,John,anger
59,5,She's doing fine. She just took her first steps today actually. I videotaped it for you so you can watch it.,Robert,happiness
90,27,This whole area of the form was not supposed to be filled out and you put the address in the wrong place,Michael,frustration
38,60,Because otherwise all you have is really loot and there's blood on it.  And I didn't want to take any of it.  And I guess that included you.,John,sadness
96,105,Yeah.  It will work out.  Maybe I could work at Red Lobster.,Linda,excited
39,24,Do you want my jacket?,John,neutral
35,16,[BREATHING] that's good.,John,neutral
30,30,"Oh. Do they--do they know yet? Have you told them? Oh, that's--",John,neutral
51,70,"What the hell is this, are you crazy?",Patricia,anger
40,43,No.,Patricia,sadness
52,10,"Well, so what?",John,neutral
74,38,You know I can't say no.,Robert,sadness
1,23,What am I going to do? Huh?,James,sadness
25,69,No.  You know what you get?  You know what you get?  You get this.,James,sadness
13,29,What?,Mary,anger
80,38,And tonight my parents want to take me out to sushi and they said I could bring you.,Robert,excited
16,34,Oh I don't know. [LAUGHTER],Mary,excited
86,50,"You also could remember that I got sand in my panties, we got in an argument over nothing, you got a sore throat and we didn't even get to see the Grunions.",Jennifer,frustration
63,34,"You know, he had that really pretty girlfriend for like about a year and-",Jennifer,sadness
62,22,"Whoa, maybe you should uh- have thought of a better way to send it than just in a bag, hmm? Did you think about that?",Robert,frustration
95,7,"Well I mean, you know, I mean it was I mean with that kind of condition,",Michael,neutral
55,90,"Shh, if we're very quiet the fish might come.",John,happiness
98,69,"and everything would be happy and we would have a regular wedding.  But if that can't happen here, then I'll have to get out.",Michael,frustration
97,50,"of getting my sixteen dollars back. It fine, no honestly.",Michael,frustration
41,27,Flippancy brings out the acid in their damn sweetness and light.,John,neutral
10,35,"Wait, that's my point, too.",James,neutral
21,10,Cried hard?,Mary,sadness
11,35,Do you remember the first year we came here?  It was like four years after we got married.,Mary,neutral
34,66,"I know, and I mean the area's not great, but like the school makes up for it. It'll be fine. It'll be good.",Patricia,excited
42,46,"I don't care, do you understand?  I don't care.  I don't care if they bark or roll about like hoops.",Patricia,frustration
4,3,Can I help you?,James,happiness
81,36,"Mmm hmmm.  Mmm hmmm.  The power outages, everything, hurricane Katrina. Everything's really messed up.",Robert,neutral
96,15,"[LAUGHTER] Yeah, uh. No.",Linda,excited
61,26,That's the thing. I don't know. I don't know anything.,Jennifer,frustration
88,14,Behave exquisitely.,Jennifer,excited
45,30,"No, yes -- so",John,excited
50,8,"I- I'll give you a little hint, next time if it asks if you're on a rotary phone you know, just stay on the line instead of - instead of hitting one or two to say if you're like on a touch tone",John,neutral
39,61,"They just turn as one and start the swim that brings them right here to where we stand, for a massive celebration of sex and death.",John,excited
68,20,"I, I guess that's why I asked you to come.",Robert,happiness
90,16,There's nothing I can do for you.  Do you understand that?  Nothing.,Michael,anger
15,26,You're going to be fine.,James,sadness
64,51,We should uh- go to Little Ethiopia.,Robert,neutral
93,63,I'm trying to be helpful.,Michael,neutral
47,38,"I understand, so-",Patricia,neutral
89,61,"Okay, like I mentioned before I had three very small, minute liquor glasses of brandy.  That's not even enough to get a child of two drunk.",Robert,anger
23,74,What would I do with a fortune?,Mary,happiness
68,74,And I didn't want to take any of it.,Robert,sadness
83,92,I don't understand you do I?,Jennifer,sadness
7,76,"Yes.  I like it for an hour a day.  I don't care if I have to grub for money all day long, when I come home I want it happy.",James,frustration
3,5,"I don't know.  I mean I've been looking for so long that I just figured that--  I mean, I think things like Monster are a lot more reliable than just some random free board.",Mary,frustration
24,36,That's my point.,Mary,frustration
38,55,"I got this idea watching them go down.  Everything was being destroyed, see, but it seemed that there was one new thing being made.  A sort of responsibility.  Man for man.",John,sadness
32,2,"No, it didn't. um It didn't come out and I don't see it anywhere around here, so what can you do about that?",Patricia,neutral
25,50,"Oh right sure, of course.",James,neutral
74,9,They want to deploy me next week.,Robert,sadness
52,36,"What have I got to hide? What the hell is the matter with you, Kate?",John,frustration
57,20,I have a little I think.,John,neutral
30,28,I know. So we're gonna take it--Like we're not gonna get married right away--'Cause we want to like have plenty of time to plan everything out,Patricia,happiness
35,0,"Hi, my name is Shiloh, welcome to--Airline Six.  Hi, how may I help you?",Patricia,neutral
73,55,What is wrong with you?,Robert,anger
51,67,"If I can't do that here well, then I'll have to get out.",John,sadness
12,53,"Oh Charles, that was his name.  He did wiggle so beautifully.",Mary,excited
96,112,"But, um-",Michael,neutral
3,39,Yeah.,James,neutral
76,21,Biomedical Engineering.,Robert,frustration
13,24,"You can hardly call three glasses of liquor a whole evening long, going on and on and on.",James,frustration
40,54,A vacation?,John,frustration
52,7,He's not going to marry her.,Patricia,anger
1,30,I have to find sitters.,Mary,neutral
24,67,Like some little time release fire cracker went off inside their little tiny bodies.  And they all turned as one...,James,excited
83,31,"Listen mom, just, sit down.  I want to talk to you.",Robert,frustration
17,3,It's--I've been trying to find this job I can't get any job.,James,frustration
61,16,"You are, you're going to class, you're learning, you're getting better. When you finally get that role you're going to be prepared.",Robert,neutral
68,23,"from her opinion, why else would I come here?",Jennifer,happiness
91,48,You want me tell you that I'm okay with it?,Michael,sadness
57,84,Oh yes I am.,Patricia,anger
59,10,Well umm- actually they--I was promoted.,Jennifer,excited
90,32,Look can you not just help me?,Linda,frustration
70,14,"There's nothing to it, alright? We come down here, the grunion arrive, they do their little fish business, we go ooh, ah, look at the fish, and then they go home and we go home.",Robert,frustration
47,4,"Yes, yes, it's gone around like you know twenty times. It's been about a half hour.",John,neutral
78,43,Uh no I'm not.,Jennifer,neutral
54,36,"Honey, this is a natural phenomenon. I mean it only happens once a year.",John,excited
9,38,beating around the bush.,Mary,happiness
79,41,He was studying to be a doctor.,Robert,sadness
2,31,He loves you.,James,happiness
26,31,"Oh, dear god what is that all mean, dear god?",James,happiness
53,1,"I know, it went out of style, didn't it?",John,happiness
28,41,With your driver's license and your passport.  Just like everybody else.,Patricia,anger
77,26,Yeah.,Robert,anger
42,77,"Amanda, listen. listen",John,anger
55,33,Do you remember the first time we came to see it? It was about four years ago right after we got married.,Patricia,sadness
99,40,What have I got to hide?  What the hell is matter with you Kate?,Michael,frustration
65,22,I- I'm going to kill myself right now.,Robert,anger
86,4,"Is that, is that, nah, is that just Paul?  I can't even tell.",Robert,excited
46,4,"You've been doing a lot of work for it, right?",Patricia,neutral
18,4,What- What flight did you come in on?,Mary,neutral
67,28,All right. All right. Calm yourself.,Robert,anger
87,71,I know you are Augie.  I know you wanted this evening to be nice.,Jennifer,sadness
11,92,Do you want to go home?  Are you cold?,James,neutral
14,18,"That's why I'm here, that's why I was waiting in this line.  I need to get another form of ID.",James,frustration
91,27,I can't deal with this emotionally.,Michael,frustration
68,48,"Like Larry's brother. Do it like you, Chris.",Jennifer,happiness
48,12,Yeah.,Patricia,sadness
83,50,I don't know why it is but every time I reach out for something I want I have to pull back,Robert,frustration
69,3,Fine.,Jennifer,sadness
20,11,"Your housing, books, everything? That is incredible.",Mary,excited
84,22,"No.  Nobody in my house better dare and challenge her faith.  You know and maybe strangers but not his father, not his brother.",Jennifer,anger
25,95,I guess we don't need glasses.,Mary,happiness
90,47,"Please just put the form in, take the picture, let me get my license and get the hell out of here.  Please.",Linda,anger
59,64,It's all I ever knew how to do. I can't quit now.,Jennifer,sadness
3,56,Mmhmm.,James,neutral
76,40,No. I got a sixteen hundred on my S.A.T..,Robert,frustration
96,129,Fine.  It's dorky.,Michael,neutral
24,63,"Come on, trust me I got instincts for these things, okay?  So just--just think about it all right?  Okay, I know you're not interested, think about it...",James,neutral
30,45,"Oh, you will--You'll find just the right girl.  And she'll be perfect for you and everything will be great.",Patricia,excited
51,9,No. I figured it was best to leave him alone.,John,sadness
73,36,just as I want.  Ugh.,Robert,frustration
0,24,I don't understand why this is so complicated for people when they get here.  It's just a simple form.  I just need an ID.,James,anger
40,31,"You said, ""Hey the grunion are running tonight.""  I said, ""Great, let's go.  I feel lucky.""",John,neutral
80,37,"Well, I'm happy for you but I'm happy for me cause that means you're going to stay.",Jennifer,happiness
13,45,Did you see much of Peter Burden after our divorce?,James,anger
94,34,terms and conditions- in the agreement of purchasing a ticket. Most people frequently look it over,Michael,frustration
19,8,I just...I just basically lost someone that was really close to me.,James,sadness
43,19,"Well, it's actually-",Patricia,frustration
72,54,You had a riotous-must have had a riotous time. No restraint at all. Very enjoyable. You never had much anyhow.,Robert,anger
87,9,"Look, I'm sorry but it's still just fish to me.",Jennifer,anger
92,33,Really?,Linda,excited
97,7,Okay.  Well I'd be happy to-,Linda,neutral
49,12,"but big packet, big packet is nice",John,excited
42,85,You're not.,John,anger
18,59,No.,Mary,neutral
53,56,"To show that, to bring that onto the Earth again, like some kind of monument and everyone can feel it standing behind him and it would make a difference to him.",John,sadness
2,50,That's fair enough.,James,neutral
28,22,And I can give you my social--,Patricia,frustration
9,54,"Yeah, sure.",Mary,neutral
79,24,The mother and father died--,Robert,sadness
78,26,We can do Holiday Inn or...?,Jennifer,neutral
36,72,Are you crazy?,Patricia,anger
77,50,Give- Give me your manager right now.,Robert,anger
27,24,I don't see why you want any you already had two glasses.,Mary,anger
66,91,"Now, Annie's in the middle of all that.",Robert,anger
75,70,You still act like a boy.  And men take a lot longer to grow----I will tell you.,Jennifer,neutral
10,17,No.,James,neutral
78,17,Most of the...,Robert,anger
54,29,That's my point.,Patricia,frustration
9,65,"But then I came home and it was incredible, you know?  The whole thing was just kind of this random bus accident.  You know, I went back to the rat race again, I went to work.",James,sadness
5,10,"I used to go to cemeteries a lot before she died.  I just, you know, I felt like they were urban oasis, you know, there is always this green in the city.",Mary,sadness
41,47,You remember that awful scene we had in Venice?,John,neutral
34,11,"Yeah, I know.",Patricia,excited
4,56,"Right now all I can do is just give you this fifty dollars, I'm really sorry.",James,neutral
42,27,Don't be so stupid.,Patricia,anger
22,4,Don't look at me like that.  He didn't tell me anything he told you.,James,frustration
92,96,"I don't know.  Okay.  I mean gosh.  There's just- look there's a lot of pressure in getting married, okay.",Michael,neutral
11,53,No.,Mary,neutral
63,23,So talented.,Jennifer,sadness
94,7,Look that bag has my entire life in it and you just lost it.,Linda,frustration
43,25,Okay. What about - no -- how about you hold that and I'll - I'll go and I can come back-,John,frustration
71,10,Then I don't care.,Robert,neutral
27,82,You're not going like this.,James,anger
97,31,because I know you're at a desk right now in your stupid corporate building and you're going to send me a check for sixteen dollars and forty two cents.,Michael,anger
98,9,"No, I figured the best thing was to leave him alone.",Michael,sadness
18,63,I know what you guys do when you're not working you're union people; you just sit around on your ass.,James,anger
24,59,"Last year, you'll also remember we got--our shoes got wet, I got sand in my panties, you got a sore throat, we got into a big fight and we did not see the grunions.",Mary,anger
33,11,It's okay.,John,neutral
3,69,I can not-- you are not here by choice.  Nobody would ride this bus by choice.,Mary,anger
23,2,Oh it's not bad thing it's good thing.,Mary,neutral
73,6,No.  You filled out the back part.  You were supposed to fill out the front portion only.,Jennifer,neutral
57,42,"Snap, snap, snap, like a little adder.",John,frustration
74,70,What am I going to do?,Robert,frustration
25,29,"Okay we'll see them this year, this is a much better spot. Trust me.",James,frustration
13,76,This is the end.  Do you hear me?  Finally and forever.,Mary,anger
6,10,This is so- I am so happy that you're going to stay.  You're not going to...We should totally throw a party.,James,excited
68,70,And I came back here and it was incredible. There was no meaning in that here. The whole thing to them was a bus accident.,Robert,sadness
45,52,"Oh, it will, obviously you know. But I know it's something - I don't know, you never really think about it happening, like before hand.",John,happiness
14,25,Probably.,Mary,anger
81,62,"You know maam, we record this conversation so anything you say can be proven in a law of court so keep that in mind.",Robert,neutral
61,39,it's not funny. I just don't know what I'm going to do.,Jennifer,sadness
96,76,[LAUGHTER],Linda,excited
64,28,Party. You want to get drunk tonight?,Robert,excited
47,56,I don't believe you should sue the airline company but we do have a policy uh- in which we can reimburse you and that's all we can do and I'm sorry I've done everything I can-,Patricia,frustration
82,21,"Okay no.  Sir, this is the deal.  My phone isn't working and I don't care what the problem is but it needs to work.  That's why I'm paying you guys to fix it.",Jennifer,frustration
84,21,Look at how nice the day is.  What are we arguing for?,Robert,frustration
42,41,"Snap, snap, snap, like a little adder.",John,frustration
4,5,I need my bag.,Mary,frustration
27,77,"listen Oh I'm sick and tired of listening to you, you damn sadistic bully.",Mary,anger
11,30,"It's just fish, it's nothing to get traumatized over.",James,frustration
75,7,Okay we were at Chuck E. Cheese.,Robert,excited
21,14,I don't know.,James,sadness
31,3,"Yeah, but it--I mean it's the same response you get over and over again.  Like--",Patricia,frustration
41,36,"Well, what happens if one of us dies?  I mean, does the one that's left still laugh?",Patricia,neutral
9,2,It's not so bad; it's a good thing.,Mary,neutral
98,74,You've got a business here.  What the hell is this?,Linda,anger
72,2,I knew nothing of the sort. You took presents from him.,Robert,anger
67,23,Calm yourself.,Robert,neutral
55,93,Hmm.,Patricia,neutral
95,18,Thank you for being here.,Linda,sadness
62,24,"Sir, why are you laughing at me? This isn't funny.",Jennifer,frustration
85,69,"It seemed to make a sucker out of a lot of guys.  I felt wrong to be alive.  I felt wrong to have that new checkbook,",Robert,sadness
43,39,If you had checked the website it would have said that you needed two forms of identification.,Patricia,frustration
99,1,Why does that bother you?,Michael,neutral
65,19,What?  Are you kidding me?,Robert,anger
16,29,It's a good idea.,James,excited
32,5,"Uh, well some-some of the bags were--were lost on the way over here. uh-",John,neutral
25,54,No.,Mary,sadness
7,66,Just give it some more thought.,Mary,neutral
3,2,Yeah.,James,neutral
76,17,I'm smarter than half the people I work for.,Robert,anger
83,91,I am thinking like that.,Robert,sadness
24,16,"Of course, our flashlight.  What's your is mine, mi flashlight es su flashlight.",James,neutral
35,31,"Oh, yeah, absolutely.  Um- Would you like window seats or aisles?",Patricia,neutral
23,59,"You know, that they were bringing something on to this earth, a kind of sacrifice you know.",James,sadness
93,65,Well maybe you could be a little helpful.  I mean obviously you don't have any problems so would it really take so much time out of your day to just go ahead and help somebody else.,Linda,frustration
64,52,"Oh, and you sit down and you have the sponge bread-- --and eat the--drink the beer. Ugh, I love that stuff. I'm so excited.",Jennifer,excited
89,66,"Not very funny dear.  In fact, maybe you better have some more brandy.",Jennifer,anger
14,39,Did you even look at the form?  I filled it out all these questions--,James,anger
45,33,Right exactly because you can't say no in front of thousands of people. [LAUGHTER],Patricia,excited
50,1,"Hi. Thank you so much, you're a real person, right, you're not like a recording?",Patricia,excited
61,21,"You're only twenty five, okay? Some people don't start until they're thirty five.",Robert,neutral
81,27,I would like to talk to your supervisor.  Obviously you're incompetent and don't understand what I'm asking.,Jennifer,anger
47,3,"Oh, did you check? Did you make sure as it went around the second time that it-",Patricia,neutral
93,59,Well you're going to have to.  You don't really have an option.  What's your problem?,Michael,frustration
57,83,You're not going like this.,John,anger
90,19,fill out this form and wait,Michael,frustration
68,24,"Annie, I love you.",Robert,happiness
17,5,What do you mean?,Mary,neutral
83,32,No.  It's his god damned newspapers is what it is.  Now every month there's a new boy comes home and Larry's going to be the next one.,Jennifer,anger
40,49,No.,Patricia,sadness
1,33,I know.,James,neutral
32,39,It sounds like it's such a little like oh well no big deal whatever.  It's a big deal to me.,Patricia,anger
80,47,"It took them, oh man, it took them like, I mean what it's like April now and any letters that come in April are usually the rejection letters so I was just like...",Robert,happiness
38,57,Then I came back and it was incredible.  There was no meaning in it here.  The whole thing to them seemed like sort of a bus accident.  I went to work with Dad and that rat race again.,John,sadness
39,17,"I wonder, do they always run during a full moon?  I can't remember if it was full last year.  Do you remember?",John,neutral
51,77,"Tell me, you'd leave the business?",Patricia,anger
30,36,"Uh, huh. I mean, you know, it's spring--It'll be--",John,neutral
35,6,Okay.,John,neutral
97,54,No it doesn't matter.  It's fine.  It's fine.  Just send me to the next operator.  That's fine.,Michael,frustration
11,90,I guess we don't need glasses.,Mary,happiness
87,73,Maybe if you were with someone else too.,Robert,sadness
62,18,and when you sign your ticket we could replace about fifteen percent of what's in the bag.,Robert,neutral
18,3,"Where is my bag?  Come on, I've been here for four hours.",James,frustration
46,3,"I have got to get a job, you know? Like-",John,frustration
60,16,he comes up onstage-- And the entire cast everyone just like,Jennifer,excited
65,26,"Okay, well, we will send you- We will reimburse you for the amount of minutes that you-",Jennifer,neutral
55,31,"""the Grunion are running tonight,"" I said ""great, let's go, I feel lucky,""",John,neutral
4,35,Yes.,James,neutral
27,44,"You know what?  You snap, you snap, you snap you're like a little adder.",James,anger
28,45,"So, if you wanna go get your birth certificate, um, maybe come back--I don't--maybe you can talk to the person in the--in the front of line maybe.  I don't know.",John,frustration
26,32,[LAUGHTER] Don't laugh at me I'm being serious.,Mary,happiness
53,5,"No, not sorry.  But, um. But I'm not gonna stay.",Patricia,happiness
2,32,"He likes to keep tabs, you know.",Mary,happiness
78,44,Are you kidding me?,Robert,anger
54,63,That's the wind.,Patricia,neutral
80,25,Yeah.  This is so crazy.  I mean I didn't get into any other school but I got into the school I wanted.,Robert,happiness
40,33,"Do you remember the first time we came to see it?  It was about four years ago, right after we got married.",Patricia,sadness
57,75,Turn it off.,John,anger
0,23,That's out of control.,Mary,anger
23,40,"No, what is it?  Is your mother?",Mary,sadness
96,135,[LAUGHTER].,Linda,excited
90,37,like I said before right now.,Michael,anger
82,16,Yes the phone turns on.  No I mean I'm using it not turning on the phone.  Of course it turns on.,Jennifer,frustration
84,25,But Kate...,Robert,frustration
93,37,Are you- I mean do you like get dressed up and everything when you go to the job interview?,Michael,neutral
20,12,"Yeah, everything. Every like- free ride and I get to, you know, like be on like a Trojans sports team too. And it's like cool. Isn't it awesome?",James,excited
89,37,Actually that's perfectly true.,Robert,neutral
70,67,"No, it's not. It's standing on the beach waiting and fighting.",Jennifer,anger
48,11,"God, it's you know, we've spent so much time with them it's just really surreal, really weird that we're not going to be able to see her anymore and go",John,sadness
69,4,"Oh, is that-is that-now, is that just foam, uhh, I can't even tell.",Robert,excited
91,36,Thanks that helps.,Linda,anger
58,6,"No, no, no, no, no, no. The lady over there, she told me to fill out the front and she said to wait in this line.",Jennifer,frustration
68,41,"Give me a kiss, Annie.",Robert,happiness
27,23,"I'll have a little, I think.",James,neutral
4,51,"Um, actually, I don't know. I don't know. Oh really?",James,neutral
55,54,A vacation?,John,frustration
54,33,Not particularly.,Patricia,neutral
79,48,Well sure you could.,Jennifer,sadness
